district_key,district_name,datetime,temperature_c,humidity_pct,rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,temperature_6h_avg,humidity_6h_avg,heat_risk,rainfall_risk,dist_name_area,percent_flooded_area,parmanent_water,corrected_percent_flooded_area,dist_name_impact,human_fatality,human_injured,population,mean_flood_duration,flood_events,overall_weather_risk,weather_risk_level,hour,day,month,flood_target,rainfall_intensity,humidity_rain_index,flood_pressure_index
gaya,Gaya,2026-06-26 23:00:00,29.8,73,0.0,0.1999999999999982,1.9,30.466666666666665,70.16666666666667,0,0,Gaya,3.47076538,0.000225598,3.470539782,Gaya,122,0,5429170,23.0,0,0,LOW,23,26,6,0,0.07916666666666666,1.3869999999999998,6.5940255858
katihar,Katihar,2026-06-25 00:00:00,29.8,79,0.0,0.0,0.0,29.8,79.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,0,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 01:00:00,29.6,79,0.0,0.0,0.0,28.166666666666668,88.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,1,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 02:00:00,29.4,80,0.0,0.0,0.0,27.98333333333333,89.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,2,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 03:00:00,29.1,80,0.0,0.0,0.0,27.83333333333333,90.33333333333331,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,3,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 04:00:00,28.9,81,0.0,0.0,0.0,27.73333333333333,91.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,4,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 05:00:00,29.3,85,0.0,0.0,0.0,27.71666666666667,91.83333333333331,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,5,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 06:00:00,30.0,82,0.2,0.2,0.5,26.383333333333336,83.83333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,6,25,6,0,0.020833333333333332,0.41,5.7060466
katihar,Katihar,2026-06-25 07:00:00,30.8,77,0.0,0.0,0.0,27.33333333333333,82.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,7,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 08:00:00,32.0,73,0.0,0.0999999999999991,1.6,28.71666666666667,80.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,8,25,6,0,0.06666666666666667,1.1680000000000001,18.25934912
katihar,Katihar,2026-06-25 09:00:00,31.8,73,0.0,9.199999999999996,85.89999999999999,28.3,83.83333333333333,0,1,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,1,MODERATE,9,25,6,1,3.579166666666666,62.707,980.2988058799998
katihar,Katihar,2026-06-25 10:00:00,32.3,72,0.0,9.999999999999996,28.4,28.433333333333334,86.33333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,10,25,6,0,1.1833333333333333,20.448,324.10344688
katihar,Katihar,2026-06-25 11:00:00,33.7,66,0.0,0.8999999999999965,2.9000000000000004,30.433333333333334,77.83333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,11,25,6,0,0.12083333333333335,1.9140000000000004,33.09507028
katihar,Katihar,2026-06-25 12:00:00,34.2,63,0.0,0.0,0.0,31.933333333333334,71.83333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,12,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 13:00:00,34.7,60,0.0,0.0,0.0,33.11666666666667,68.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,13,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 14:00:00,35.0,57,0.0,0.0,0.0,33.96666666666667,64.83333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,14,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 15:00:00,35.1,55,0.0,0.0,0.0,34.333333333333336,63.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,15,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 16:00:00,34.9,56,0.0,0.0,0.0,34.25,62.66666666666666,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,16,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 17:00:00,34.5,62,0.0,0.4999999999999966,2.0,33.68333333333333,66.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,17,25,6,0,0.08333333333333333,1.24,22.8241864
katihar,Katihar,2026-06-25 18:00:00,33.1,65,0.0,0.8999999999999966,2.7,33.45,67.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,18,25,6,0,0.1125,1.755,30.81265164
katihar,Katihar,2026-06-25 19:00:00,32.5,68,0.0,0.0,0.8999999999999997,32.166666666666664,72.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,19,25,6,0,0.037499999999999985,0.6119999999999998,10.270883879999996
katihar,Katihar,2026-06-25 20:00:00,32.4,68,0.0,0.0,0.0,31.55,71.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,20,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 21:00:00,31.9,69,0.0,0.0,0.0,30.61666666666667,73.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,21,25,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-25 22:00:00,31.4,69,0.0,0.0,0.9999999999999996,30.03333333333333,77.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,22,25,6,0,0.04166666666666665,0.6899999999999997,11.412093199999994
katihar,Katihar,2026-06-25 23:00:00,30.8,69,0.0,0.5999999999999968,1.5999999999999996,29.133333333333336,80.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,23,25,6,0,0.06666666666666665,1.1039999999999999,18.259349119999996
katihar,Katihar,2026-06-26 00:00:00,29.9,75,0.0,5.199999999999997,14.7,29.016666666666666,77.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,0,26,6,0,0.6124999999999999,11.025,167.75777003999997
katihar,Katihar,2026-06-26 01:00:00,29.6,77,0.0,0.0,0.0,28.13333333333333,82.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,1,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 02:00:00,29.4,77,0.0,0.0,0.0,27.883333333333336,83.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,2,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 03:00:00,29.1,80,0.0,0.0,0.0,27.566666666666663,85.33333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,3,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 04:00:00,29.0,80,0.0,0.0,0.0,27.28333333333333,86.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,4,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 05:00:00,29.8,80,0.0,0.0,0.0,27.23333333333333,85.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,5,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 06:00:00,30.2,80,0.0,0.0,0.0,27.666666666666668,88.83333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,6,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 07:00:00,31.2,75,0.0,0.2999999999999969,0.2999999999999996,28.3,85.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,7,26,6,0,0.012499999999999983,0.22499999999999973,3.4236279599999953
katihar,Katihar,2026-06-26 08:00:00,32.4,71,0.0,0.2999999999999969,0.2999999999999996,29.21666666666667,82.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,8,26,6,0,0.012499999999999983,0.21299999999999972,3.4236279599999953
katihar,Katihar,2026-06-26 09:00:00,33.5,67,0.0,0.0,0.0,30.46666666666667,78.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,9,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 10:00:00,33.9,66,0.0,0.0,0.0,31.850000000000005,72.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,10,26,6,0,0.0,0.0,0.0
katihar,Katihar,2026-06-26 11:00:00,34.3,62,0.2,0.1999999999999969,0.1999999999999995,32.35,70.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,11,26,6,0,0.008333333333333312,0.12399999999999971,2.282418639999994
katihar,Katihar,2026-06-26 12:00:00,34.7,61,0.2,0.2999999999999969,0.6999999999999995,32.93333333333334,68.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,12,26,6,0,0.029166666666666646,0.42699999999999966,7.988465239999994
katihar,Katihar,2026-06-26 13:00:00,35.0,60,0.2,0.8999999999999969,4.1,33.43333333333334,66.83333333333333,1,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,1,MODERATE,13,26,6,1,0.1708333333333333,2.4599999999999995,46.78958211999999
katihar,Katihar,2026-06-26 14:00:00,33.8,63,0.9,1.299999999999997,2.2,33.56666666666667,65.33333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,14,26,6,0,0.09166666666666667,1.3860000000000001,25.10660504
katihar,Katihar,2026-06-26 15:00:00,34.0,63,0.4,0.899999999999997,1.6999999999999995,33.65,64.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,15,26,6,0,0.07083333333333332,1.0709999999999997,19.400558439999994
katihar,Katihar,2026-06-26 16:00:00,34.0,63,0.0,0.4999999999999966,0.7999999999999996,33.68333333333333,63.833333333333336,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,16,26,6,0,0.03333333333333332,0.5039999999999998,9.129674559999994
katihar,Katihar,2026-06-26 17:00:00,32.3,72,0.2,0.1999999999999969,3.2,33.21666666666667,65.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,17,26,6,0,0.13333333333333333,2.3040000000000003,36.51869824
katihar,Katihar,2026-06-26 18:00:00,31.6,76,0.0,0.0,0.5999999999999996,32.93333333333333,69.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,18,26,6,0,0.024999999999999984,0.45599999999999974,6.847255919999996
katihar,Katihar,2026-06-26 19:00:00,31.1,77,0.0,0.6999999999999971,5.199999999999999,31.03333333333333,78.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,19,26,6,0,0.21666666666666665,4.004,59.34288463999999
katihar,Katihar,2026-06-26 20:00:00,30.6,80,0.0,0.0999999999999971,1.7999999999999996,30.183333333333334,84.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,20,26,6,0,0.07499999999999998,1.4399999999999997,20.541767759999995
katihar,Katihar,2026-06-26 21:00:00,30.4,83,0.0,0.3999999999999971,6.6,29.78333333333333,86.33333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,21,26,6,0,0.27499999999999997,5.478,75.31981511999999
katihar,Katihar,2026-06-26 22:00:00,30.0,86,0.0,1.1999999999999964,13.5,29.11666666666667,89.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,22,26,6,0,0.5625,11.61,154.06325819999998
katihar,Katihar,2026-06-26 23:00:00,30.9,80,0.0,3.1999999999999966,13.0,28.73333333333333,91.16666666666669,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW,23,26,6,0,0.5416666666666666,10.4,148.3572116
