district_key,district_name,datetime,temperature_c,humidity_pct,rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,temperature_6h_avg,humidity_6h_avg,heat_risk,rainfall_risk,dist_name_area,percent_flooded_area,parmanent_water,corrected_percent_flooded_area,dist_name_impact,human_fatality,human_injured,population,mean_flood_duration,flood_events,overall_weather_risk,weather_risk_level
katihar,Katihar,2026-06-26 07:00:00,31.2,75,0.0,0.2999999999999969,0.2999999999999996,28.3,85.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 08:00:00,32.4,71,0.0,0.2999999999999969,0.2999999999999996,29.21666666666667,82.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 09:00:00,33.5,67,0.0,0.0,0.0,30.46666666666667,78.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 10:00:00,33.9,66,0.0,0.0,0.0,31.850000000000005,72.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 11:00:00,34.3,62,0.2,0.1999999999999969,0.1999999999999995,32.35,70.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 12:00:00,34.7,61,0.2,0.2999999999999969,0.6999999999999995,32.93333333333334,68.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 13:00:00,35.0,60,0.2,0.8999999999999969,4.1,33.43333333333334,66.83333333333333,1,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,1,MODERATE
katihar,Katihar,2026-06-26 14:00:00,33.8,63,0.9,1.299999999999997,2.2,33.56666666666667,65.33333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 15:00:00,34.0,63,0.4,0.899999999999997,1.6999999999999995,33.65,64.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 16:00:00,34.0,63,0.0,0.4999999999999966,0.7999999999999996,33.68333333333333,63.833333333333336,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 17:00:00,32.3,72,0.2,0.1999999999999969,3.1999999999999997,33.21666666666667,65.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 18:00:00,31.6,76,0.0,0.0,0.5999999999999996,32.93333333333333,69.0,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 19:00:00,31.1,77,0.0,0.6999999999999971,5.199999999999999,31.03333333333333,78.5,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 20:00:00,30.6,80,0.0,0.0999999999999971,1.7999999999999996,30.183333333333334,84.16666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 21:00:00,30.4,83,0.0,0.3999999999999971,6.6,29.78333333333333,86.33333333333333,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 22:00:00,30.0,86,0.0,1.1999999999999964,13.5,29.11666666666667,89.66666666666667,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
katihar,Katihar,2026-06-26 23:00:00,30.9,80,0.0,3.1999999999999966,13.0,28.73333333333333,91.16666666666669,0,0,Katihar,13.34677951,1.934686307,11.4120932,Katihar,221,2,3735857,20.0,0,0,LOW
