longitude,latitude
85.23529999999995,25.03700000000001
85.28529999999995,24.537000000000003
85.28529999999995,24.587000000000003
85.28529999999995,24.637000000000004
85.28529999999995,24.687000000000005
85.28529999999995,24.737000000000005
85.28529999999995,24.787000000000006
85.28529999999995,24.837000000000007
85.28529999999995,24.887000000000008
85.28529999999995,24.93700000000001
85.28529999999995,24.98700000000001
85.33529999999995,24.537000000000003
85.33529999999995,24.887000000000008
85.33529999999995,24.93700000000001
85.33529999999995,24.98700000000001
85.73529999999992,25.537000000000017
85.83529999999992,25.537000000000017
85.83529999999992,25.637000000000018
85.88529999999992,25.437000000000015
85.88529999999992,25.487000000000016
85.88529999999992,25.537000000000017
85.88529999999992,25.587000000000018
85.88529999999992,25.637000000000018
85.93529999999991,25.437000000000015
85.93529999999991,25.487000000000016
85.93529999999991,25.537000000000017
85.93529999999991,25.587000000000018
85.93529999999991,25.637000000000018
85.98529999999991,25.437000000000015
85.98529999999991,25.487000000000016
85.98529999999991,25.537000000000017
85.98529999999991,25.587000000000018
86.0352999999999,25.437000000000015
86.0352999999999,25.487000000000016
86.0352999999999,25.537000000000017
86.0352999999999,25.587000000000018
86.0352999999999,25.637000000000018
86.0352999999999,25.68700000000002
86.0852999999999,25.337000000000014
86.0852999999999,25.387000000000015
86.0852999999999,25.437000000000015
86.0852999999999,25.487000000000016
86.0852999999999,25.537000000000017
86.0852999999999,25.587000000000018
86.0852999999999,25.637000000000018
86.0852999999999,25.68700000000002
86.0852999999999,25.73700000000002
86.1352999999999,25.287000000000013
86.1352999999999,25.337000000000014
86.1352999999999,25.387000000000015
86.1352999999999,25.437000000000015
86.1352999999999,25.487000000000016
86.1352999999999,25.537000000000017
86.1352999999999,25.587000000000018
86.1352999999999,25.637000000000018
86.1352999999999,25.68700000000002
86.1352999999999,25.73700000000002
86.1852999999999,25.287000000000013
86.1852999999999,25.337000000000014
86.1852999999999,25.387000000000015
86.1852999999999,25.437000000000015
86.1852999999999,25.487000000000016
86.1852999999999,25.537000000000017
86.1852999999999,25.587000000000018
86.1852999999999,25.637000000000018
86.2352999999999,25.287000000000013
86.2352999999999,25.337000000000014
86.2352999999999,25.387000000000015
86.2352999999999,25.437000000000015
86.2352999999999,25.487000000000016
86.2352999999999,25.537000000000017
86.2352999999999,25.587000000000018
86.2352999999999,25.637000000000018
86.28529999999989,25.337000000000014
86.28529999999989,25.387000000000015
86.28529999999989,25.437000000000015
86.28529999999989,25.487000000000016
86.28529999999989,25.537000000000017
86.28529999999989,25.637000000000018
86.33529999999989,25.387000000000015
86.33529999999989,25.437000000000015
86.33529999999989,25.487000000000016
86.38529999999989,25.387000000000015
86.38529999999989,25.437000000000015
86.38529999999989,25.487000000000016
86.43529999999988,25.437000000000015
87.23529999999984,25.387000000000015
87.23529999999984,25.437000000000015
87.23529999999984,25.487000000000016
87.23529999999984,25.537000000000017
87.28529999999984,25.437000000000015
87.28529999999984,25.487000000000016
87.28529999999984,25.537000000000017
87.28529999999984,25.587000000000018
87.28529999999984,25.637000000000018
87.28529999999984,25.68700000000002
87.33529999999983,25.437000000000015
87.33529999999983,25.487000000000016
87.33529999999983,25.537000000000017
87.33529999999983,25.587000000000018
87.33529999999983,25.637000000000018
87.38529999999983,25.437000000000015
87.38529999999983,25.487000000000016
87.38529999999983,25.537000000000017
87.38529999999983,25.587000000000018
87.38529999999983,25.637000000000018
87.43529999999983,25.387000000000015
87.43529999999983,25.437000000000015
87.43529999999983,25.487000000000016
87.43529999999983,25.537000000000017
87.43529999999983,25.587000000000018
87.43529999999983,25.637000000000018
87.48529999999982,25.387000000000015
87.48529999999982,25.437000000000015
87.48529999999982,25.487000000000016
87.48529999999982,25.537000000000017
87.48529999999982,25.587000000000018
87.48529999999982,25.637000000000018
87.53529999999982,25.337000000000014
87.53529999999982,25.387000000000015
87.53529999999982,25.437000000000015
87.53529999999982,25.487000000000016
87.53529999999982,25.537000000000017
87.53529999999982,25.587000000000018
87.53529999999982,25.637000000000018
87.58529999999982,25.337000000000014
87.58529999999982,25.387000000000015
87.58529999999982,25.437000000000015
87.58529999999982,25.487000000000016
87.58529999999982,25.537000000000017
87.58529999999982,25.587000000000018
87.58529999999982,25.637000000000018
87.63529999999982,25.337000000000014
87.63529999999982,25.387000000000015
87.63529999999982,25.437000000000015
87.63529999999982,25.487000000000016
87.63529999999982,25.537000000000017
87.63529999999982,25.587000000000018
87.63529999999982,25.637000000000018
87.63529999999982,25.68700000000002
87.68529999999981,25.337000000000014
87.68529999999981,25.387000000000015
87.68529999999981,25.437000000000015
87.68529999999981,25.487000000000016
87.68529999999981,25.537000000000017
87.68529999999981,25.587000000000018
87.68529999999981,25.637000000000018
87.68529999999981,25.68700000000002
87.68529999999981,25.73700000000002
87.73529999999981,25.287000000000013
87.73529999999981,25.337000000000014
87.73529999999981,25.387000000000015
87.73529999999981,25.437000000000015
87.73529999999981,25.487000000000016
87.73529999999981,25.537000000000017
87.73529999999981,25.587000000000018
87.73529999999981,25.637000000000018
87.73529999999981,25.68700000000002
87.73529999999981,25.73700000000002
87.78529999999981,25.287000000000013
87.78529999999981,25.487000000000016
87.78529999999981,25.537000000000017
87.78529999999981,25.587000000000018
87.78529999999981,25.637000000000018
87.78529999999981,25.68700000000002
87.78529999999981,25.73700000000002
87.8352999999998,25.287000000000013
87.8352999999998,25.487000000000016
87.8352999999998,25.537000000000017
87.8352999999998,25.587000000000018
87.8352999999998,25.637000000000018
87.8352999999998,25.68700000000002
87.8352999999998,25.73700000000002
87.8352999999998,25.78700000000002
87.8352999999998,25.83700000000002
87.8852999999998,25.537000000000017
87.8852999999998,25.587000000000018
87.8852999999998,25.637000000000018
87.8852999999998,25.68700000000002
87.8852999999998,25.73700000000002
87.8852999999998,25.78700000000002
87.8852999999998,25.83700000000002
87.9352999999998,25.537000000000017
87.9352999999998,25.587000000000018
87.9352999999998,25.637000000000018
87.9352999999998,25.68700000000002
87.9352999999998,25.73700000000002
87.9852999999998,25.537000000000017
87.9852999999998,25.587000000000018
87.9852999999998,25.637000000000018
87.9852999999998,25.68700000000002
88.0352999999998,25.537000000000017
88.0352999999998,25.637000000000018
88.0352999999998,25.68700000000002
