latitude,longitude,datetime,temperature_c,humidity_pct,rainfall_mm,district,rainfall_6h_mm,rainfall_24h_mm,temperature_6h_avg,heat_risk,rainfall_risk,date,hour,rainfall_30d_mm,spi_30,drought_risk,heat_index_c
24.337,84.4353,2026-06-25 00:00:00,29.1,69,0.0,IND.5.10_1,0.0,0.0,29.1,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.757875766497754
24.337,84.4853,2026-06-25 00:00:00,29.3,67,0.0,IND.5.10_1,0.0,0.0,29.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.804227674035616
24.387,84.3853,2026-06-25 00:00:00,29.3,68,0.0,IND.5.10_1,0.0,0.0,29.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.99739132330451
24.387,84.4353,2026-06-25 00:00:00,29.1,69,0.0,IND.5.10_1,0.0,0.0,29.1,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.757875766497754
24.387,84.4853,2026-06-25 00:00:00,29.3,67,0.0,IND.5.10_1,0.0,0.0,29.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.804227674035616
24.387,84.53529999999999,2026-06-25 00:00:00,29.3,67,0.0,IND.5.10_1,0.0,0.0,29.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.804227674035616
24.387,84.93529999999997,2026-06-25 00:00:00,29.0,68,0.0,IND.5.10_1,0.0,0.0,29.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.36288366844436
24.387,85.08529999999996,2026-06-25 00:00:00,28.6,67,0.0,IND.5.10_1,0.0,0.0,28.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,31.394054377475655
24.437,84.3353,2026-06-25 00:00:00,29.9,65,0.0,IND.5.10_1,0.0,0.0,29.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.6674936644711
24.437,84.3853,2026-06-25 00:00:00,29.5,67,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.22869803355555
24.437,84.4353,2026-06-25 00:00:00,29.5,67,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.22869803355555
24.437,84.4853,2026-06-25 00:00:00,29.4,67,0.0,IND.5.10_1,0.0,0.0,29.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.015264870275686
24.437,84.53529999999999,2026-06-25 00:00:00,29.4,67,0.0,IND.5.10_1,0.0,0.0,29.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.015264870275686
24.437,84.58529999999999,2026-06-25 00:00:00,29.6,67,0.0,IND.5.10_1,0.0,0.0,29.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.444527163875655
24.437,84.63529999999999,2026-06-25 00:00:00,29.6,67,0.0,IND.5.10_1,0.0,0.0,29.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.444527163875655
24.437,84.88529999999997,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.437,84.93529999999997,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.437,84.98529999999997,2026-06-25 00:00:00,29.7,64,0.0,IND.5.10_1,0.0,0.0,29.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.04226243793564
24.437,85.03529999999996,2026-06-25 00:00:00,29.7,64,0.0,IND.5.10_1,0.0,0.0,29.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.04226243793564
24.437,85.08529999999996,2026-06-25 00:00:00,29.5,64,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.6394529810555
24.437,85.13529999999996,2026-06-25 00:00:00,29.5,64,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.6394529810555
24.487,84.3353,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.487,84.3853,2026-06-25 00:00:00,29.5,67,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.22869803355555
24.487,84.4353,2026-06-25 00:00:00,29.5,67,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.22869803355555
24.487,84.4853,2026-06-25 00:00:00,29.3,67,0.0,IND.5.10_1,0.0,0.0,29.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.804227674035616
24.487,84.53529999999999,2026-06-25 00:00:00,29.3,67,0.0,IND.5.10_1,0.0,0.0,29.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.804227674035616
24.487,84.58529999999999,2026-06-25 00:00:00,29.5,66,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.02856500261102
24.487,84.63529999999999,2026-06-25 00:00:00,29.5,66,0.0,IND.5.10_1,0.0,0.0,29.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.02856500261102
24.487,84.68529999999998,2026-06-25 00:00:00,29.8,67,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.88337332563552
24.487,84.73529999999998,2026-06-25 00:00:00,29.8,67,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.88337332563552
24.487,84.83529999999998,2026-06-25 00:00:00,30.2,66,0.0,IND.5.10_1,0.0,0.0,30.2,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.55190585815129
24.487,84.88529999999997,2026-06-25 00:00:00,30.5,64,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.74515697105547
24.487,84.93529999999997,2026-06-25 00:00:00,30.5,64,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.74515697105547
24.487,84.98529999999997,2026-06-25 00:00:00,30.5,63,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.50475153044439
24.487,85.03529999999996,2026-06-25 00:00:00,30.5,63,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.50475153044439
24.487,85.08529999999996,2026-06-25 00:00:00,30.3,62,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.85054273615785
24.487,85.13529999999996,2026-06-25 00:00:00,30.3,62,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.85054273615785
24.487,85.18529999999996,2026-06-25 00:00:00,29.9,63,0.0,IND.5.10_1,0.0,0.0,29.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24510963108455
24.487,85.23529999999995,2026-06-25 00:00:00,29.9,63,0.0,IND.5.10_1,0.0,0.0,29.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24510963108455
24.537000000000003,84.3853,2026-06-25 00:00:00,29.8,66,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.66725780615112
24.537000000000003,84.4353,2026-06-25 00:00:00,29.8,66,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.66725780615112
24.537000000000003,84.58529999999999,2026-06-25 00:00:00,29.7,65,0.0,IND.5.10_1,0.0,0.0,29.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24516900335123
24.537000000000003,84.63529999999999,2026-06-25 00:00:00,29.7,65,0.0,IND.5.10_1,0.0,0.0,29.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24516900335123
24.537000000000003,84.68529999999998,2026-06-25 00:00:00,29.8,65,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.45516812855104
24.537000000000003,84.73529999999998,2026-06-25 00:00:00,29.8,65,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.45516812855104
24.537000000000003,84.78529999999998,2026-06-25 00:00:00,30.0,66,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.10485931111106
24.537000000000003,84.83529999999998,2026-06-25 00:00:00,30.0,66,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.10485931111106
24.537000000000003,84.88529999999997,2026-06-25 00:00:00,30.4,65,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.7640175048711
24.537000000000003,84.93529999999997,2026-06-25 00:00:00,30.4,65,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.7640175048711
24.537000000000003,84.98529999999997,2026-06-25 00:00:00,30.4,64,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.52427519267561
24.537000000000003,85.03529999999996,2026-06-25 00:00:00,30.5,63,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.50475153044439
24.537000000000003,85.08529999999996,2026-06-25 00:00:00,30.4,64,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.52427519267561
24.537000000000003,85.13529999999996,2026-06-25 00:00:00,30.3,62,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.85054273615785
24.537000000000003,85.18529999999996,2026-06-25 00:00:00,30.3,63,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.0758457722045
24.537000000000003,85.23529999999995,2026-06-25 00:00:00,29.9,63,0.0,IND.5.10_1,0.0,0.0,29.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24510963108455
24.537000000000003,85.28529999999995,2026-06-25 00:00:00,30.0,62,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.239386577777815
24.537000000000003,85.33529999999995,2026-06-25 00:00:00,29.8,62,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,32.843054147057764
24.587000000000003,84.58529999999999,2026-06-25 00:00:00,29.7,65,0.0,IND.5.10_1,0.0,0.0,29.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24516900335123
24.587000000000003,84.63529999999999,2026-06-25 00:00:00,29.7,65,0.0,IND.5.10_1,0.0,0.0,29.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.24516900335123
24.587000000000003,84.68529999999998,2026-06-25 00:00:00,29.8,65,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.45516812855104
24.587000000000003,84.73529999999998,2026-06-25 00:00:00,29.8,65,0.0,IND.5.10_1,0.0,0.0,29.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.45516812855104
24.587000000000003,84.78529999999998,2026-06-25 00:00:00,30.0,66,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.10485931111106
24.587000000000003,84.83529999999998,2026-06-25 00:00:00,30.0,66,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.10485931111106
24.587000000000003,84.88529999999997,2026-06-25 00:00:00,30.4,65,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.7640175048711
24.587000000000003,84.93529999999997,2026-06-25 00:00:00,30.4,65,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.7640175048711
24.587000000000003,84.98529999999997,2026-06-25 00:00:00,30.4,64,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.52427519267561
24.587000000000003,85.03529999999996,2026-06-25 00:00:00,30.4,64,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.52427519267561
24.587000000000003,85.08529999999996,2026-06-25 00:00:00,30.4,64,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.52427519267561
24.587000000000003,85.13529999999996,2026-06-25 00:00:00,30.4,64,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.52427519267561
24.587000000000003,85.18529999999996,2026-06-25 00:00:00,30.3,63,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.0758457722045
24.587000000000003,85.23529999999995,2026-06-25 00:00:00,30.0,62,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.239386577777815
24.587000000000003,85.28529999999995,2026-06-25 00:00:00,30.0,62,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.239386577777815
24.637000000000004,84.63529999999999,2026-06-25 00:00:00,30.4,62,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.058703458897845
24.637000000000004,84.68529999999998,2026-06-25 00:00:00,30.3,63,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.0758457722045
24.637000000000004,84.73529999999998,2026-06-25 00:00:00,30.3,63,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.0758457722045
24.637000000000004,84.78529999999998,2026-06-25 00:00:00,30.2,65,0.0,IND.5.10_1,0.0,0.0,30.2,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.31842873655127
24.637000000000004,84.83529999999998,2026-06-25 00:00:00,30.2,65,0.0,IND.5.10_1,0.0,0.0,30.2,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.31842873655127
24.637000000000004,84.88529999999997,2026-06-25 00:00:00,30.1,66,0.0,IND.5.10_1,0.0,0.0,30.1,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.32720195437116
24.637000000000004,84.93529999999997,2026-06-25 00:00:00,30.1,66,0.0,IND.5.10_1,0.0,0.0,30.1,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.32720195437116
24.637000000000004,84.98529999999997,2026-06-25 00:00:00,30.0,67,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.33180335555565
24.637000000000004,85.03529999999996,2026-06-25 00:00:00,30.0,67,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.33180335555565
24.637000000000004,85.08529999999996,2026-06-25 00:00:00,30.1,66,0.0,IND.5.10_1,0.0,0.0,30.1,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.32720195437116
24.637000000000004,85.13529999999996,2026-06-25 00:00:00,30.4,63,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.28917051068451
24.637000000000004,85.18529999999996,2026-06-25 00:00:00,30.4,63,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.28917051068451
24.637000000000004,85.23529999999995,2026-06-25 00:00:00,30.6,61,0.0,IND.5.10_1,0.0,0.0,30.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.24562740051559
24.637000000000004,85.28529999999995,2026-06-25 00:00:00,30.6,61,0.0,IND.5.10_1,0.0,0.0,30.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.24562740051559
24.687000000000005,84.73529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.687000000000005,84.78529999999998,2026-06-25 00:00:00,30.5,62,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.26908518327773
24.687000000000005,84.83529999999998,2026-06-25 00:00:00,30.5,62,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.26908518327773
24.687000000000005,84.88529999999997,2026-06-25 00:00:00,30.3,65,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.540059915351065
24.687000000000005,84.93529999999997,2026-06-25 00:00:00,30.3,65,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.540059915351065
24.687000000000005,84.98529999999997,2026-06-25 00:00:00,30.0,66,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.10485931111106
24.687000000000005,85.03529999999996,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.687000000000005,85.08529999999996,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.687000000000005,85.13529999999996,2026-06-25 00:00:00,30.3,64,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.30568483193559
24.687000000000005,85.18529999999996,2026-06-25 00:00:00,30.3,64,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.30568483193559
24.687000000000005,85.23529999999995,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.687000000000005,85.28529999999995,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.737000000000005,84.73529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.737000000000005,84.78529999999998,2026-06-25 00:00:00,30.5,62,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.26908518327773
24.737000000000005,84.83529999999998,2026-06-25 00:00:00,30.5,62,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.26908518327773
24.737000000000005,84.88529999999997,2026-06-25 00:00:00,30.3,65,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.540059915351065
24.737000000000005,84.93529999999997,2026-06-25 00:00:00,30.3,65,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.540059915351065
24.737000000000005,84.98529999999997,2026-06-25 00:00:00,30.0,66,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.10485931111106
24.737000000000005,85.03529999999996,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.737000000000005,85.08529999999996,2026-06-25 00:00:00,30.0,65,0.0,IND.5.10_1,0.0,0.0,30.0,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.882145611111156
24.737000000000005,85.13529999999996,2026-06-25 00:00:00,30.3,64,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.30568483193559
24.737000000000005,85.18529999999996,2026-06-25 00:00:00,30.3,64,0.0,IND.5.10_1,0.0,0.0,30.3,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.30568483193559
24.737000000000005,85.23529999999995,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.737000000000005,85.28529999999995,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.78700000000001,84.73529999999998,2026-06-25 00:00:00,30.9,60,0.0,IND.5.10_1,0.0,0.0,30.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.63461998783789
24.78700000000001,84.78529999999998,2026-06-25 00:00:00,30.8,61,0.0,IND.5.10_1,0.0,0.0,30.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.667123078595615
24.78700000000001,84.83529999999998,2026-06-25 00:00:00,30.7,62,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.69651163695783
24.78700000000001,84.88529999999997,2026-06-25 00:00:00,30.7,62,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.69651163695783
24.78700000000001,84.93529999999997,2026-06-25 00:00:00,30.7,62,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.69651163695783
24.78700000000001,84.98529999999997,2026-06-25 00:00:00,30.7,62,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.69651163695783
24.78700000000001,85.03529999999996,2026-06-25 00:00:00,30.2,63,0.0,IND.5.10_1,0.0,0.0,30.2,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.86477731500452
24.78700000000001,85.08529999999996,2026-06-25 00:00:00,30.2,63,0.0,IND.5.10_1,0.0,0.0,30.2,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.86477731500452
24.78700000000001,85.13529999999996,2026-06-25 00:00:00,30.4,63,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.28917051068451
24.78700000000001,85.18529999999996,2026-06-25 00:00:00,30.4,63,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.28917051068451
24.78700000000001,85.23529999999995,2026-06-25 00:00:00,30.6,62,0.0,IND.5.10_1,0.0,0.0,30.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.481687909297854
24.78700000000001,85.28529999999995,2026-06-25 00:00:00,30.6,62,0.0,IND.5.10_1,0.0,0.0,30.6,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.481687909297854
24.837000000000007,84.68529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.837000000000007,84.73529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.837000000000007,84.78529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.837000000000007,84.83529999999998,2026-06-25 00:00:00,30.9,61,0.0,IND.5.10_1,0.0,0.0,30.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.88114928571564
24.837000000000007,84.88529999999997,2026-06-25 00:00:00,30.9,61,0.0,IND.5.10_1,0.0,0.0,30.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.88114928571564
24.837000000000007,84.93529999999997,2026-06-25 00:00:00,30.8,61,0.0,IND.5.10_1,0.0,0.0,30.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.667123078595615
24.837000000000007,84.98529999999997,2026-06-25 00:00:00,30.8,61,0.0,IND.5.10_1,0.0,0.0,30.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.667123078595615
24.837000000000007,85.03529999999996,2026-06-25 00:00:00,30.4,61,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.83287403731556
24.837000000000007,85.08529999999996,2026-06-25 00:00:00,30.4,61,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.83287403731556
24.837000000000007,85.13529999999996,2026-06-25 00:00:00,30.4,61,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.83287403731556
24.837000000000007,85.18529999999996,2026-06-25 00:00:00,30.4,61,0.0,IND.5.10_1,0.0,0.0,30.4,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,33.83287403731556
24.837000000000007,85.23529999999995,2026-06-25 00:00:00,30.5,62,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.26908518327773
24.837000000000007,85.28529999999995,2026-06-25 00:00:00,30.5,62,0.0,IND.5.10_1,0.0,0.0,30.5,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.26908518327773
24.887000000000008,84.68529999999998,2026-06-25 00:00:00,30.8,61,0.0,IND.5.10_1,0.0,0.0,30.8,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.667123078595615
24.887000000000008,84.73529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.887000000000008,84.78529999999998,2026-06-25 00:00:00,30.7,61,0.0,IND.5.10_1,0.0,0.0,30.7,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.45528245019576
24.887000000000008,84.83529999999998,2026-06-25 00:00:00,30.9,61,0.0,IND.5.10_1,0.0,0.0,30.9,Low,Low,2026-06-25,0,456.8,-0.7071067811865476,Normal,34.88114928571564
