dist_name_area,percent_flooded_area,parmanent_water,corrected_percent_flooded_area,district_key,dist_name_impact,human_fatality,human_injured,population,mean_flood_duration,flood_events,avg_temperature_c,avg_humidity_pct,total_rainfall_mm
South West Khasi Hills,1.814196952,0.045431517,1.768765435,southwestkhasihills,South West Khasi Hills,5,0,136573,3.0,0,,,
Srikakulam,4.01307877,0.566374643,3.446704127,srikakulam,Srikakulam,144,0,2726592,6.0,0,,,
Sri Muktsar Sahib,2.388794655,0.000403704,2.388390951,srimuktsarsahib,Sri Muktsar Sahib,6,0,1149045,7.0,0,,,
Srinagar,1.003599347,0.724666434,0.278932913,srinagar,Srinagar,73,7,904040,6.0,0,,,
Sri Potti Sriramulu Nell*,4.296954395,3.608219113,0.688735282,sripottisriramulunell,Sri Potti Sriramulu Nell*,175,0,3285473,6.0,0,,,
Subarnapur,3.493045358,1.212807104,2.280238254,subarnapur,Subarnapur,26,0,663973,33.0,0,,,
Sukma,1.578192343,0.11146237,1.466729973,sukma,Sukma,0,0,259382,1.0,0,,,
Sultanpur,4.349309327,0.002008734,4.347300593,sultanpur,Sultanpur,139,2,2509152,20.0,0,,,
Sundargarh,2.122434122,0.304650931,1.817783191,sundargarh,Sundargarh,28,0,2361775,33.0,0,,,
Supaul,7.982821848,0.634587242,7.348234606,supaul,Supaul,162,10,2904278,22.0,0,,,
Surajpur,1.420793586,0.200734056,1.22005953,surajpur,Surajpur,0,0,917283,,0,,,
Surat,5.928437334,0.593664003,5.334773331,surat,Surat,215,9,8228098,11.0,0,,,
Surendranagar,1.286502045,0.14688655,1.139615495,surendranagar,Surendranagar,109,5,1806637,13.0,0,,,
Surguja,0.479102379,0.278929567,0.200172812,surguja,Surguja,12,2,971194,1.0,0,,,
Suryapet,1.862321095,0.526090291,1.336230804,suryapet,Suryapet,1,0,1145777,11.0,0,,,
Tamenglong,1.701837152,0.006002374,1.695834778,tamenglong,Tamenglong,11,2,139509,5.0,0,,,
Tapi,3.084521179,2.984765412,0.099755767,tapi,Tapi,45,3,952637,18.0,0,,,
Tarn Taran,5.771552223,0.165720765,5.605831458,tarntaran,Tarn Taran,5,0,1251033,6.0,0,,,
Tawang,1.104117118,0.227751689,0.876365429,tawang,Tawang,92,8,60141,6.0,0,,,
Tehri Garhwal,1.072103335,0.531062216,0.541041119,tehrigarhwal,Tehri Garhwal,102,6,665938,2.0,0,,,
Tengnoupal,0.539127806,0.0,0.539127806,tengnoupal,Tengnoupal,0,0,75461,7.0,0,,,
Tenkasi,0.457961738,0.050554592,0.407407146,tenkasi,Tenkasi,16,4,1653931,11.0,0,,,
Thane,3.51519111,2.261563329,1.253627781,thane,Thane,418,204,9950177,3.0,0,,,
Thanjavur,6.402076626,0.139785443,6.262291183,thanjavur,Thanjavur,144,22,2499232,9.0,0,,,
The Dangs,2.171927273,0.007193835,2.164733438,thedangs,The Dangs,68,4,274863,24.0,0,,,
Theni,0.346368373,0.314606199,0.031762174,theni,Theni,23,5,1406691,8.0,0,,,
The Nilgiris,0.41168295,0.339577292,0.072105658,thenilgiris,The Nilgiris,156,23,708881,6.0,0,,,
Thiruvallur,2.527745598,2.390831933,0.136913665,thiruvallur,Thiruvallur,44,6,4840586,6.0,0,,,
Thiruvananthapuram,0.884604088,0.648894373,0.235709715,thiruvananthapuram,Thiruvananthapuram,276,149,3288743,4.0,0,,,
Thiruvarur,2.20727188,0.026905003,2.180366877,thiruvarur,Thiruvarur,41,5,1412221,5.0,0,,,
Thoothukkudi,0.991755053,1.009030229,0.017275176,thoothukkudi,Thoothukkudi,34,4,1817973,6.0,0,,,
Thoubal,23.65742483,0.052982735,23.6044421,thoubal,Thoubal,7,2,325077,5.0,0,,,
Thrissur,5.136358427,0.761485485,4.374872942,thrissur,Thrissur,124,43,3305535,5.0,0,,,
Tikamgarh,0.397359874,0.123153605,0.274206269,tikamgarh,Tikamgarh,9,0,1216750,6.0,0,,,
Tinsukia,6.140689939,1.259207522,4.881482417,tinsukia,Tinsukia,105,45,1408250,13.0,0,,,
Tirap,0.650808941,0.020888139,0.629920802,tirap,Tirap,4,1,69112,5.0,0,,,
Tiruchirappalli,2.799798931,0.030082563,2.769716368,tiruchirappalli,Tiruchirappalli,85,53,3072981,6.0,0,,,
Tirunelveli,0.61478851,0.622191008,0.007402498,tirunelveli,Tirunelveli,3,0,1871307,1.0,0,,,
Tirupathur,0.890009742,0.007876167,0.882133575,tirupathur,Tirupathur,16,4,1329320,11.0,0,,,
Tiruppur,0.635364224,0.084088984,0.55127524,tiruppur,Tiruppur,20,4,3131866,8.0,0,,,
Tiruvannamalai,1.068840485,0.111931507,0.956908978,tiruvannamalai,Tiruvannamalai,48,10,2908761,5.0,0,,,
Tonk,0.845948588,0.871896612,0.025948024,tonk,Tonk,137,252,1641156,21.0,0,,,
Tuensang,0.650005813,0.0,0.650005813,tuensang,Tuensang,0,0,197958,7.0,0,,,
Tumakuru,0.340404409,0.284595715,0.055808694,tumakuru,Tumakuru,25,2,2774415,17.0,0,,,
Udaipur,0.289382661,0.290943084,0.001560423,udaipur,Udaipur,97,6,3607694,14.0,0,,,
Udalguri,3.138974031,0.003282254,3.135691777,udalguri,Udalguri,51,2,909069,10.0,0,,,
Udhampur,0.487802833,0.013526323,0.47427651,udhampur,Udhampur,121,8,695644,5.0,0,,,
Udham Singh Nagar,2.061876849,0.785339181,1.276537668,udhamsinghnagar,Udham Singh Nagar,26,3,2171345,2.0,0,,,
Udupi,0.74927375,0.741689148,0.007584602,udupi,Udupi,58,21,1144919,10.0,0,,,
Ujjain,0.752619653,0.044407032,0.708212621,ujjain,Ujjain,50,3,2261682,4.0,0,,,
Ukhrul,0.669906789,0.0,0.669906789,ukhrul,Ukhrul,0,0,178796,7.0,0,,,
Umaria,0.907342834,0.911756287,0.004413453,umaria,Umaria,3,0,849658,7.0,0,,,
Una,0.647137511,0.628882095,0.018255416,una,Una,65,5,573625,6.0,0,,,
Unnao,3.590127624,0.07773585,3.512391774,unnao,Unnao,97,4,3601532,18.0,0,,,
Unokoti,23.62357053,0.001642557,23.62192797,unokoti,Unokoti,10,1,370767,4.0,0,,,
Upper Dibang Valley,1.084032399,0.372682252,0.711350147,upperdibangvalley,Upper Dibang Valley,5,1,10102,5.0,0,,,
Upper Siang,2.722491305,0.336009842,2.386481463,uppersiang,Upper Siang,24,671,34326,4.0,0,,,
Upper Subansiri,1.234996868,0.078758779,1.156238089,uppersubansiri,Upper Subansiri,5,1,119722,7.0,0,,,
Uttara Kannada,4.074727101,1.655079328,2.419647773,uttarakannada,Uttara Kannada,102,19,1597345,7.0,0,,,
Uttar Bastar Kanker,0.836672614,0.106473076,0.730199538,uttarbastarkanker,Uttar Bastar Kanker,7,2,868469,1.0,0,,,
Uttar Dinajpur,6.673772935,0.007231452,6.666541483,uttardinajpur,Uttar Dinajpur,46,3,3289303,10.0,0,,,
Uttarkashi,0.450692495,0.082932117,0.367760378,uttarkashi,Uttarkashi,1373,25,410687,5.0,0,,,
Vadodara,3.328415211,0.284762754,3.043652457,vadodara,Vadodara,105,3,3437852,13.0,0,,,
Vaishali,17.98113124,1.112916504,16.86821474,vaishali,Vaishali,111,2,4598311,23.0,0,,,
Valsad,2.551668353,0.812747791,1.738920562,valsad,Valsad,126,2,2077846,17.0,0,,,
Varanasi,4.599652222,0.883647796,3.716004426,varanasi,Varanasi,363,5,4311285,18.0,0,,,
Vellore,0.459638695,0.021681234,0.437957461,vellore,Vellore,38,23,1718125,6.0,0,,,
Vidisha,0.912677122,0.277215122,0.635462,vidisha,Vidisha,35,6,1710603,4.0,0,,,
Vijayapura,0.883343513,0.871904394,0.011439119,vijayapura,Vijayapura,45,1,2612195,8.0,0,,,
Vikarabad,0.271652781,0.187043402,0.084609379,vikarabad,Vikarabad,10,1,1308948,9.0,0,,,
Viluppuram,2.829205267,0.250109562,2.579095705,viluppuram,Viluppuram,75,10,2449240,6.0,0,,,
Virudhunagar,1.881503151,0.022872843,1.858630308,virudhunagar,Virudhunagar,26,5,2112777,6.0,0,,,
Visakhapatnam,1.175590784,0.439675977,0.735914807,visakhapatnam,Visakhapatnam,106,115,4885485,10.0,0,,,
Vizianagaram,1.110588388,0.320586402,0.790001986,vizianagaram,Vizianagaram,63,107,2443656,9.0,0,,,
Wanaparthy,5.911067913,0.984745694,4.926322219,wanaparthy,Wanaparthy,1,0,680558,10.0,0,,,
Warangal Rural,0.420854233,0.3791028,0.041751433,warangalrural,Warangal Rural,134,2,811309,6.0,0,,,
Warangal Urban,0.487587909,0.354480511,0.133107398,warangalurban,Warangal Urban,127,1,1152989,7.0,0,,,
Wardha,1.65012412,1.005544539,0.644579581,wardha,Wardha,134,20,1365264,5.0,0,,,
Washim,0.392447344,0.392373985,7.34e-05,washim,Washim,62,6,1362768,4.0,0,,,
Wayanad,0.815062099,0.354881107,0.460180992,wayanad,Wayanad,151,95,847406,4.0,0,,,
West,5.312905892,0.0,5.312905892,west,West,2,6,3053772,3.0,0,,,
West District,0.75096604,0.065150406,0.685815634,westdistrict,West District,23,12,133590,3.0,0,,,
West Garo Hills,1.111942423,0.032280391,1.079662032,westgarohills,West Garo Hills,28,0,701102,3.0,0,,,
West Godavari,5.603589524,2.064339191,3.539250333,westgodavari,West Godavari,232,0,4167944,8.0,0,,,
West Jaintia Hills,1.733990094,0.091584225,1.642405869,westjaintiahills,West Jaintia Hills,4,0,372716,3.0,0,,,
West Kameng,1.93207052,0.043990415,1.888080105,westkameng,West Kameng,22,6,99039,4.0,0,,,
West Karbi Anglong,3.225931636,0.096610327,3.129321309,westkarbianglong,West Karbi Anglong,38,1,363939,26.0,0,,,
West Khasi Hills,1.198133343,0.006185816,1.191947527,westkhasihills,West Khasi Hills,18,5,341864,3.0,0,,,
West Nimar,1.727264926,0.465974584,1.261290342,westnimar,West Nimar,52,18,2194354,4.0,0,,,
West Siang,0.744207577,0.123427923,0.620779654,westsiang,West Siang,52,668,48422,7.0,0,,,
West Tripura,0.612502471,0.0,0.612502471,westtripura,West Tripura,66,110,1081396,4.0,0,,,
Wokha,2.044958036,0.491956258,1.553001778,wokha,Wokha,0,0,164833,4.0,0,,,
Yadadri Bhuvanagiri,0.630428715,0.084363209,0.546065506,yadadribhuvanagiri,Yadadri Bhuvanagiri,3,0,769265,10.0,0,,,
Yadgir,1.651730783,0.57450138,1.077229403,yadgir,Yadgir,64,5,1373369,13.0,0,,,
Yamunanagar,5.773638579,0.042011596,5.731626983,yamunanagar,Yamunanagar,11,5,1366309,5.0,0,,,
Yanam,32.6562,29.67097127,2.98522873,yanam,Yanam,0,0,47877,7.0,0,,,
Yavatmal,0.98190471,0.983855741,0.001951031,yavatmal,Yavatmal,211,22,3117757,4.0,0,,,
Y.S.R.,1.141752714,1.095797136,0.045955578,ysr,Y.S.R.,144,1,3162142,9.0,0,,,
Zunheboto,0.640526895,0.0,0.640526895,zunheboto,Zunheboto,4,0,135618,19.0,0,,,
