dist_name_area,percent_flooded_area,parmanent_water,corrected_percent_flooded_area,district_key,dist_name_impact,human_fatality,human_injured,population,mean_flood_duration,flood_events,avg_temperature_c,avg_humidity_pct,total_rainfall_mm
Adilabad,1.209758847,0.22104424,0.988714607,adilabad,Adilabad,174,0,802880,8.0,0,,,
Agar Malwa,0.53688887,0.338892414,0.197996456,agarmalwa,Agar Malwa,2,0,702666,6.0,0,,,
Agra,4.133356464,0.10192976,4.031426704,agra,Agra,133,32,5296620,20.0,0,,,
Ahmadabad,4.222292965,0.122458085,4.09983488,ahmadabad,Ahmadabad,177,23,8738876,12.0,0,,,
Ahmadnagar,0.691347983,0.697616588,0.006268605,ahmadnagar,Ahmadnagar,50,18,5113145,4.0,0,,,
Aizawl,2.162077627,0.096288881,2.065788746,aizawl,Aizawl,154,42,483635,2.0,0,,,
Ajmer,0.260510002,0.05695381,0.203556192,ajmer,Ajmer,135,23,2985855,4.0,0,,,
Akola,0.880057177,0.274621796,0.605435381,akola,Akola,106,14,2032614,4.0,0,,,
Alappuzha,21.06652893,8.660110439,12.40641849,alappuzha,Alappuzha,170,70,2167462,5.0,0,,,
Aligarh,1.93292949,0.006094499,1.926834991,aligarh,Aligarh,97,22,4376425,24.0,0,,,
Alipurduar,4.056971682,0.017650059,4.039321623,alipurduar,Alipurduar,19,0,1381430,5.0,0,,,
Alirajpur,0.872416618,0.738663983,0.133752635,alirajpur,Alirajpur,7,0,917115,5.0,0,,,
"Almora
",0.649027255,0.000454012,0.648573243,almora,"Almora
",0,0,618943,,0,,,
Alwar,0.348076896,0.005601607,0.342475289,alwar,Alwar,102,15,4491235,14.0,0,,,
Ambala,4.251029067,0.0,4.251029067,ambala,Ambala,36,11,1296203,5.0,0,,,
Ambedkar Nagar,3.80490503,0.342207082,3.462697948,ambedkarnagar,Ambedkar Nagar,44,0,2918048,22.0,0,,,
Amethi,2.870234132,0.0,2.870234132,amethi,Amethi,49,6,3139220,21.0,0,,,
Amravati,1.132570579,0.452234552,0.680336027,amravati,Amravati,430,34,3195039,5.0,0,,,
Amreli,0.551647653,0.455725673,0.09592198,amreli,Amreli,224,10,1650731,18.0,0,,,
Amritsar,2.592469047,0.034259992,2.558209055,amritsar,Amritsar,117,21,2748187,7.0,0,,,
Amroha,3.77465624,0.02670143,3.74795481,amroha,Amroha,54,3,2208108,24.0,0,,,
Anand,5.640448142,0.236729361,5.403718781,anand,Anand,42,1,2767476,22.0,0,,,
Anantapur,0.698641838,0.216018195,0.482623643,anantapur,Anantapur,118,1,4537583,10.0,0,,,
Anantnag,0.462302357,0.159500867,0.30280149,anantnag,Anantnag,81,44,1290100,4.0,0,,,
Anjaw,1.599292296,0.251543379,1.347748917,anjaw,Anjaw,5,1,24066,5.0,0,,,
Anugul,1.964959616,1.692681852,0.272277764,anugul,Anugul,24,0,1393181,34.0,0,,,
Anuppur,0.69532992,0.16785608,0.52747384,anuppur,Anuppur,2,0,902339,9.0,0,,,
Araria,6.399493143,0.0,6.399493143,araria,Araria,162,0,3634320,23.0,0,,,
Aravalli,1.017301706,0.334042991,0.683258715,aravalli,Aravalli,39,1,1276998,24.0,0,,,
Ariyalur,2.450977499,0.08746038,2.363517119,ariyalur,Ariyalur,23,4,772923,7.0,0,,,
Arwal,22.2718737,0.595563792,21.67630991,arwal,Arwal,85,0,591972,27.0,0,,,
Ashoknagar,1.106305566,0.886532248,0.219773318,ashoknagar,Ashoknagar,6,4,1071470,6.0,0,,,
Auraiya,6.808487542,0.145826885,6.662660657,auraiya,Auraiya,46,1,1619128,24.0,0,,,
Aurangabad,2.741713494,0.192197924,2.54951557,aurangabad,Aurangabad,301,46,3160597,13.0,0,,,
Aurangabad,2.741713494,0.192197924,2.54951557,aurangabad,Aurangabad,301,46,4525057,13.0,0,,,
Aurangabad,0.75855332,0.771925606,0.013372286,aurangabad,Aurangabad,301,46,3160597,13.0,0,,,
Aurangabad,0.75855332,0.771925606,0.013372286,aurangabad,Aurangabad,301,46,4525057,13.0,0,,,
Azamgarh,6.067454778,0.055490347,6.011964431,azamgarh,Azamgarh,257,11,5177742,20.0,0,,,
Badgam,3.988476641,0.182326085,3.806150556,badgam,Badgam,51,11,992328,6.0,0,,,
Bagalkote,1.462562203,1.460163536,0.002398667,bagalkote,Bagalkote,67,4,2065589,14.0,0,,,
Bageshwar,0.57268385,0.001914048,0.570769802,bageshwar,Bageshwar,40,13,256564,2.0,0,,,
Baghpat,4.30209073,0.0,4.30209073,baghpat,Baghpat,58,0,1340897,26.0,0,,,
Bahraich,4.089125081,0.40923834,3.679886741,bahraich,Bahraich,225,32,4156731,15.0,0,,,
Baksa,3.829965692,0.097900998,3.732064694,baksa,Baksa,51,1,1258285,7.0,0,,,
Balaghat,1.159502036,0.086946009,1.072556027,balaghat,Balaghat,118,108,1884118,6.0,0,,,
Balangir,1.245116533,0.149789566,1.095326967,balangir,Balangir,25,0,2028038,32.0,0,,,
Baleshwar,12.64357177,3.878298705,8.765273065,baleshwar,Baleshwar,220,5,2513933,16.0,0,,,
Ballari,1.132672375,0.584051989,0.548620386,ballari,Ballari,147,30,2961339,8.0,0,,,
Ballia,14.2259764,0.925904877,13.30007152,ballia,Ballia,312,13,3696633,18.0,0,,,
Balod,0.692282824,0.717205888,0.024923064,balod,Balod,0,0,961306,3.0,0,,,
Baloda Bazar,3.669338228,0.368934666,3.300403562,balodabazar,Baloda Bazar,0,0,1681629,2.0,0,,,
Balrampur,0.665330167,0.022677673,0.642652494,balrampur,Balrampur,58,26,853775,20.0,0,,,
Balrampur,0.665330167,0.022677673,0.642652494,balrampur,Balrampur,58,26,2570002,20.0,0,,,
Balrampur,4.434421195,0.059511194,4.374910001,balrampur,Balrampur,58,26,853775,20.0,0,,,
Balrampur,4.434421195,0.059511194,4.374910001,balrampur,Balrampur,58,26,2570002,20.0,0,,,
Bametara,2.704068243,0.320047689,2.384020554,bametara,Bametara,3,0,909116,2.0,0,,,
Banas Kantha,0.684661264,0.116877662,0.567783602,banaskantha,Banas Kantha,109,2,3729629,18.0,0,,,
Banda,6.835722082,0.522039626,6.313682456,banda,Banda,87,4,2069729,22.0,0,,,
Bandipore,2.552861234,0.616409408,1.936451826,bandipore,Bandipore,30,4,378179,7.0,0,,,
Bangalore,0.342520348,0.227953363,0.114566985,bangalore,Bangalore,75,37,13403998,6.0,0,,,
Banka,2.03422427,0.348262775,1.685961495,banka,Banka,120,0,2787874,26.0,0,,,
Bankura,1.837666654,0.435897763,1.401768891,bankura,Bankura,203,26,3957405,35.0,0,,,
Banswara,0.908342871,0.925230196,0.016887325,banswara,Banswara,72,8,2229890,17.0,0,,,
Bara Banki,3.016814521,0.151297728,2.865516793,barabanki,Bara Banki,202,10,3807867,13.0,0,,,
Baramula,1.128824654,0.217682121,0.911142533,baramula,Baramula,75,39,1224436,5.0,0,,,
Baran,2.698445577,0.273336329,2.425109248,baran,Baran,43,4,1450001,19.0,0,,,
Bareilly,4.170101962,0.0,4.170101962,bareilly,Bareilly,85,7,5352228,19.0,0,,,
Bargarh,1.309118184,1.345216816,0.036098632,bargarh,Bargarh,139,0,1562701,24.0,0,,,
Barmer,0.88895207,0.014956261,0.873995809,barmer,Barmer,85,8,3345308,20.0,0,,,
Barnala,1.6671773,0.0,1.6671773,barnala,Barnala,6,0,684088,7.0,0,,,
Barpeta,13.96647843,3.478605956,10.48787247,barpeta,Barpeta,159,5,1877307,9.0,0,,,
Barwani,0.86377453,0.58771354,0.27606099,barwani,Barwani,7,10,1771460,6.0,0,,,
Bastar,1.887109361,0.254405482,1.632703879,bastar,Bastar,9,38,948753,4.0,0,,,
Basti,4.958766648,0.322726847,4.636039801,basti,Basti,188,14,2718480,19.0,0,,,
Bathinda,4.083232034,0.018454025,4.064778009,bathinda,Bathinda,24,5,1697487,7.0,0,,,
Baudh,2.608651472,0.899336006,1.709315466,baudh,Baudh,30,0,520532,32.0,0,,,
Begusarai,21.87259266,1.072873296,20.79971936,begusarai,Begusarai,126,10,3830215,22.0,0,32.34025821596244,67.11384976525821,173.8
Belagavi,1.274110942,0.55806105,0.716049892,belagavi,Belagavi,63,2,5439561,6.0,0,,,
Bengaluru Rural,0.192307509,0.071765205,0.120542304,bengalururural,Bengaluru Rural,164,135,1355031,4.0,0,,,
Betul,0.659609051,0.086627039,0.572982012,betul,Betul,26,2,1776782,6.0,0,,,
Bhadohi,12.0892717,1.079228201,11.0100435,bhadohi,Bhadohi,36,0,1805095,30.0,0,,,
Bhadradri Kothagudem,1.367448139,0.625093908,0.742354231,bhadradrikothagudem,Bhadradri Kothagudem,2,0,1149137,8.0,0,,,
Bhadrak,10.96625941,2.562091316,8.404168094,bhadrak,Bhadrak,68,0,1613470,23.0,0,,,
Bhagalpur,16.20260487,2.47274559,13.72985928,bhagalpur,Bhagalpur,161,12,3509828,20.0,0,,,
Bhandara,2.564278476,0.742932408,1.821346068,bhandara,Bhandara,91,26,1132270,5.0,0,,,
Bharatpur,2.342300583,0.003684995,2.338615588,bharatpur,Bharatpur,98,252,2952552,5.0,0,,,
Bharuch,3.432850261,1.612396534,1.820453727,bharuch,Bharuch,233,56,1704669,14.0,0,,,
Bhavnagar,1.164791431,1.145481372,0.019310059,bhavnagar,Bhavnagar,225,6,2765060,14.0,0,,,
Bhilwara,0.795160097,0.045229947,0.74993015,bhilwara,Bhilwara,85,4,2821404,20.0,0,,,
Bhind,2.808721208,0.119319241,2.689401967,bhind,Bhind,25,0,1937516,6.0,0,,,
Bhiwani,2.188213606,0.000980524,2.187233082,bhiwani,Bhiwani,31,6,1296415,5.0,0,,,
Bhojpur,6.197224303,0.810391565,5.386832738,bhojpur,Bhojpur,119,0,3338604,21.0,0,,,
Bhopal,0.626374883,0.626869321,0.000494438,bhopal,Bhopal,64,13,2938719,4.0,0,,,
Bid,0.847814579,0.573485427,0.274329152,bid,Bid,242,15,3032850,4.0,0,,,
Bidar,1.344650341,0.577171919,0.767478422,bidar,Bidar,89,7,1848763,8.0,0,,,
Bijapur,2.067319021,0.119061839,1.948257182,bijapur,Bijapur,85,20,275997,9.0,0,,,
Bijnor,3.55139876,0.063788983,3.487609777,bijnor,Bijnor,56,0,4311589,24.0,0,,,
Bikaner,0.693208661,0.008307225,0.684901436,bikaner,Bikaner,61,23,3124233,14.0,0,,,
Bilaspur,1.199971728,0.445297237,0.754674491,bilaspur,Bilaspur,111,9,2180689,5.0,0,,,
Bilaspur,1.199971728,0.445297237,0.754674491,bilaspur,Bilaspur,111,9,517758,5.0,0,,,
Bilaspur,6.380614515,4.196110632,2.184503883,bilaspur,Bilaspur,111,9,2180689,5.0,0,,,
Bilaspur,6.380614515,4.196110632,2.184503883,bilaspur,Bilaspur,111,9,517758,5.0,0,,,
Birbhum,4.557102699,0.073826304,4.483276395,birbhum,Birbhum,186,1,4082552,31.0,0,,,
Bishnupur,3.487839839,3.486841412,0.000998427,bishnupur,Bishnupur,1,0,299943,6.0,0,,,
Biswanath,5.175865068,2.020191719,3.155673349,biswanath,Biswanath,56,1,666698,10.0,0,,,
Bokaro,1.369848729,1.347818433,0.022030296,bokaro,Bokaro,12,1,2426002,2.0,0,,,
Bongaigaon,11.75738514,3.469432123,8.287953017,bongaigaon,Bongaigaon,79,1,803266,11.0,0,,,
Botad,0.962947549,0.085839662,0.877107887,botad,Botad,38,1,737921,17.0,0,,,
Budaun,3.899941243,0.043402472,3.856538771,budaun,Budaun,90,4,3653296,23.0,0,,,
Bulandshahr,4.647089954,0.043817515,4.603272439,bulandshahr,Bulandshahr,142,1,4116049,24.0,0,,,
Buldana,0.570331597,0.427298223,0.143033374,buldana,Buldana,92,7,2939030,3.0,0,,,
Bundi,2.12987866,0.138460405,1.991418255,bundi,Bundi,137,4,1323567,17.0,0,,,
Burhanpur,0.821960718,0.136420671,0.685540047,burhanpur,Burhanpur,15,10,917654,6.0,0,,,
Buxar,5.8158623,0.526160857,5.289701443,buxar,Buxar,89,0,2014287,25.0,0,,,
Cachar,9.573358688,0.339758463,9.233600225,cachar,Cachar,194,33,2105643,8.0,0,,,
Central,7.250541685,0.0,7.250541685,central,Central,5,13,1667718,3.0,0,,,
Chamarajanagara,2.083532915,0.145853665,1.93767925,chamarajanagara,Chamarajanagara,20,1,1089392,9.0,0,,,
Chamba,0.400300346,0.191863584,0.208436762,chamba,Chamba,125,13,586226,5.0,0,,,
Chamoli,1.044647093,0.05612071,0.988526383,chamoli,Chamoli,1546,75,426828,4.0,0,,,
Champawat,1.472908997,0.256522301,1.216386696,champawat,Champawat,26,14,293584,2.0,0,,,
Champhai,0.919185436,0.0,0.919185436,champhai,Champhai,9,8,136805,3.0,0,,,
Chandauli,8.940225734,1.049386239,7.890839495,chandauli,Chandauli,40,1,2179069,28.0,0,,,
Chandel,0.632996,0.002124825,0.630871175,chandel,Chandel,0,0,125173,7.0,0,,,
Chandigarh,0.001739235,0.000745464,0.000993771,chandigarh,Chandigarh,17,13,897511,2.0,0,,,
Chandrapur,1.760192182,0.535308039,1.224884143,chandrapur,Chandrapur,114,20,2348545,5.0,0,,,
Changlang,2.538486995,0.021259348,2.517227647,changlang,Changlang,4,1,183018,5.0,0,,,
Charaideo,16.05397104,0.010879162,16.04309188,charaideo,Charaideo,50,1,496227,18.0,0,,,
Charki Dadri,0.854921696,0.002355435,0.852566261,charkidadri,Charki Dadri,2,0,545880,7.0,0,,,
Chatra,0.37639693,0.036811514,0.339585416,chatra,Chatra,8,3,1313082,2.0,0,,,
Chengalpattu,4.817890104,2.065380723,2.752509381,chengalpattu,Chengalpattu,36,4,3240797,10.0,0,,,
Chennai,4.645634657,1.072848464,3.572786193,chennai,Chennai,238,21,5558758,8.0,0,,,
Chhatarpur,1.27766675,0.251215844,1.026450906,chhatarpur,Chhatarpur,12,0,2100270,6.0,0,,,
Chhindwara,0.626598635,0.382961008,0.243637627,chhindwara,Chhindwara,33,6,2383077,5.0,0,,,
Chikkaballapura,0.292140809,0.110670649,0.18147016,chikkaballapura,Chikkaballapura,34,7,1326139,7.0,0,,,
Chikkamagaluru,1.355001002,0.868566012,0.48643499,chikkamagaluru,Chikkamagaluru,40,6,1168539,7.0,0,,,
Chirang,2.875769392,0.021873585,2.853895807,chirang,Chirang,56,1,616102,9.0,0,,,
Chitradurga,0.426895091,0.23997582,0.186919271,chitradurga,Chitradurga,99,3,1798153,9.0,0,,,
Chitrakoot,2.917583682,0.454897641,2.462686041,chitrakoot,Chitrakoot,41,3,1269815,24.0,0,,,
Chittaurgarh,1.068551638,1.101782041,0.033230403,chittaurgarh,Chittaurgarh,4,0,1838803,10.0,0,,,
Chittoor,0.573483172,0.068957975,0.504525197,chittoor,Chittoor,124,0,4580686,8.0,0,,,
Chota Udaipur,0.859683354,0.747200646,0.112482708,chotaudaipur,Chota Udaipur,22,0,1206205,16.0,0,,,
Churachandpur,1.167264968,0.2279733,0.939291668,churachandpur,Churachandpur,0,0,257051,7.0,0,,,
Churu,0.776519408,0.00062635,0.775893058,churu,Churu,43,14,2206492,25.0,0,,,
Coimbatore,0.519629022,0.20279264,0.316836382,coimbatore,Coimbatore,142,24,4180340,5.0,0,,,
Cooch Behar,7.872524259,0.371070198,7.501454061,coochbehar,Cooch Behar,337,3,3286533,8.0,0,,,
Cuddalore,6.561569456,0.689771711,5.871797745,cuddalore,Cuddalore,63,10,2998319,4.0,0,,,
Cuttack,13.14840204,1.638891263,11.50951078,cuttack,Cuttack,285,2,2887779,16.0,0,,,
Dadra & Nagar Haveli,3.614704922,0.645537217,2.969167705,dadranagarhaveli,Dadra & Nagar Haveli,10,0,618459,1.0,0,,,
Dakshina Kannada,1.44861205,0.422123179,1.026488871,dakshinakannada,Dakshina Kannada,117,41,2388502,8.0,0,,,
Dakshin Bastar Dantewada,1.73160173,0.05840241,1.67319932,dakshinbastardantewada,Dakshin Bastar Dantewada,0,0,332104,,0,,,
Dakshin Dinajpur,3.854366613,0.005980479,3.848386134,dakshindinajpur,Dakshin Dinajpur,190,3,1838248,24.0,0,,,
Daman,2.853534384,1.308995942,1.544538442,daman,Daman,0,0,190125,,0,,,
Damoh,1.37672163,0.183081246,1.193640384,damoh,Damoh,26,0,1437365,6.0,0,,,
Darbhanga,10.08119281,0.024744941,10.05644787,darbhanga,Darbhanga,207,9,4562640,18.0,0,,,
Darjiling,2.014600116,0.096238867,1.918361249,darjiling,Darjiling,548,63,1849559,11.0,0,,,
Darrang,15.62408864,3.822695958,11.80139268,darrang,Darrang,150,3,1126535,9.0,0,,,
Datia,2.46515688,0.299925165,2.165231715,datia,Datia,9,0,955153,6.0,0,,,
Dausa,0.503371084,0.004574126,0.498796958,dausa,Dausa,17,3,2162212,30.0,0,,,
Davanagere,0.757147753,0.419899366,0.337248387,davanagere,Davanagere,57,6,2110205,11.0,0,,,
Debagarh,2.166747854,2.19247626,0.025728406,debagarh,Debagarh,36,0,351390,32.0,0,,,
Dehradun,1.565549733,0.084799737,1.480749996,dehradun,Dehradun,232,17,2132260,6.0,0,,,
Deoghar,0.900022929,0.088257849,0.81176508,deoghar,Deoghar,3,0,1878226,4.0,0,,,
Deoria,7.998150162,0.303328624,7.694821538,deoria,Deoria,211,11,3288259,19.0,0,,,
Devbhumi Dwarka,0.632384691,0.65675835,0.024373659,devbhumidwarka,Devbhumi Dwarka,59,2,898223,20.0,0,,,
Dewas,1.037523564,0.405980697,0.631542867,dewas,Dewas,17,18,1839994,5.0,0,,,
Dhalai,1.167627679,0.830802532,0.336825147,dhalai,Dhalai,12,1,436885,4.0,0,,,
Dhamtari,1.523869436,1.570806706,0.04693727,dhamtari,Dhamtari,13,1,897907,1.0,0,,,
Dhanbad,1.331577575,1.123698027,0.207879548,dhanbad,Dhanbad,1,1,3014375,1.0,0,,,
Dhar,0.815779757,0.487835201,0.327944556,dhar,Dhar,14,0,2722423,5.0,0,,,
Dharmapuri,0.764553583,0.519672081,0.244881502,dharmapuri,Dharmapuri,28,4,1771524,6.0,0,,,
Dharwad,0.419364228,0.136242811,0.283121417,dharwad,Dharwad,123,30,2085599,7.0,0,,,
Dhaulpur,3.16604113,0.385474633,2.780566497,dhaulpur,Dhaulpur,62,0,1501877,21.0,0,,,
Dhemaji,10.8217802,1.436232391,9.385547809,dhemaji,Dhemaji,162,35,702202,9.0,0,,,
Dhenkanal,1.607306371,0.725516959,0.881789412,dhenkanal,Dhenkanal,140,0,1387551,28.0,0,,,
Dhubri,11.79092943,2.559481456,9.231447974,dhubri,Dhubri,141,3,1376422,12.0,0,,,
Dhule,0.703409115,0.475721838,0.227687277,dhule,Dhule,58,4,2456650,4.0,0,,,
Dibrugarh,14.95295738,3.039084044,11.91387334,dibrugarh,Dibrugarh,147,47,1510242,10.0,0,,,
Dima Hasao,1.849797408,0.192925704,1.656871704,dimahasao,Dima Hasao,41,1,288305,8.0,0,,,
Dimapur,1.720970931,0.004473913,1.716497018,dimapur,Dimapur,1,0,510639,4.0,0,,,
Dindigul,0.458409501,0.079067201,0.3793423,dindigul,Dindigul,52,12,2457758,6.0,0,,,
Dindori,1.451159302,0.207929959,1.243229343,dindori,Dindori,3,0,917721,7.0,0,,,
Diu,5.79981831,4.979981831,0.819836479,diu,Diu,0,0,67412,,0,,,
Doda,0.541398151,0.270867996,0.270530155,doda,Doda,122,34,563657,4.0,0,,,
Dohad,0.331645594,0.201923678,0.129721916,dohad,Dohad,25,0,2742293,25.0,0,,,
Dumka,0.826039058,0.598250003,0.227789055,dumka,Dumka,8,0,1522340,6.0,0,,,
Dungarpur,0.586707161,0.388930127,0.197777034,dungarpur,Dungarpur,10,3,1670388,30.0,0,,,
Durg,1.029480865,0.598727155,0.43075371,durg,Durg,16,0,2010685,2.0,0,,,
East ,0.1,0.0,0.1,east,East ,0,0,1368632,,0,,,
East District,0.934153719,0.10298745,0.831166269,eastdistrict,East District,146,8,337891,2.0,0,,,
East Garo Hills,0.691122728,0.004744409,0.686378319,eastgarohills,East Garo Hills,20,0,188522,4.0,0,,,
East Godavari,6.191781457,2.48908494,3.702696517,eastgodavari,East Godavari,222,1,5569277,9.0,0,,,
East Jaintia Hills,1.649728103,0.02228155,1.627446553,eastjaintiahills,East Jaintia Hills,4,0,150787,5.0,0,,,
East Kameng,1.388336152,0.061410827,1.326925325,eastkameng,East Kameng,0,0,87734,2.0,0,,,
East Khasi Hills,1.226830999,0.077062889,1.14976811,eastkhasihills,East Khasi Hills,20,9,1005453,2.0,0,,,
East Nimar,1.041803014,1.03067221,0.011130804,eastnimar,East Nimar,4,0,1518478,7.0,0,,,
East Siang,3.916385666,1.35629866,2.560087006,eastsiang,East Siang,13,668,86959,6.0,0,,,
Ernakulam,5.103357738,3.843019755,1.260337983,ernakulam,Ernakulam,136,61,3428525,5.0,0,,,
Erode,1.28966656,0.635350328,0.654316232,erode,Erode,64,9,2286982,6.0,0,,,
Etah,1.185341675,0.000451786,1.184889889,etah,Etah,106,1,2068262,23.0,0,,,
Etawah,8.738456012,0.23711024,8.501345772,etawah,Etawah,184,13,1845391,18.0,0,,,
Faizabad,4.054677701,0.247188018,3.807489683,faizabad,Faizabad,207,5,3092832,18.0,0,,,
Faridabad,6.911149485,0.0,6.911149485,faridabad,Faridabad,14,2,2383525,7.0,0,,,
Faridkot,4.441457773,0.0,4.441457773,faridkot,Faridkot,15,1,659286,5.0,0,,,
Farrukhabad,6.314129092,0.099039455,6.215089637,farrukhabad,Farrukhabad,76,0,2145188,20.0,0,,,
Fatehabad,9.544000142,0.0,9.544000142,fatehabad,Fatehabad,4,6,1056284,6.0,0,,,
Fatehgarh Sahib,0.476176498,0.0,0.476176498,fatehgarhsahib,Fatehgarh Sahib,37,1,640240,5.0,0,,,
Fatehpur,6.194245238,0.497518236,5.696727002,fatehpur,Fatehpur,94,1,3038415,16.0,0,,,
Fazilka,4.742047502,0.0,4.742047502,fazilka,Fazilka,13,0,1143916,7.0,0,,,
Firozabad,4.216316792,0.0,4.216316792,firozabad,Firozabad,62,21,2948291,21.0,0,,,
Firozpur,8.113945312,0.027828753,8.086116559,firozpur,Firozpur,79,1,1057444,8.0,0,,,
Gadag,0.935237691,0.161614128,0.773623563,gadag,Gadag,82,8,1218001,10.0,0,,,
Gadchiroli,1.859313068,0.196356508,1.66295656,gadchiroli,Gadchiroli,90,15,1183215,4.0,0,,,
Gajapati,0.776854184,0.1973271,0.579527084,gajapati,Gajapati,25,0,638094,29.0,0,,,
Ganderbal,1.994547665,0.499016366,1.495531299,ganderbal,Ganderbal,58,13,559525,6.0,0,,,
Gandhinagar,1.280221069,0.000328815,1.279892254,gandhinagar,Gandhinagar,49,2,1324292,25.0,0,,,
Ganganagar,6.604699359,0.009686833,6.595012526,ganganagar,Ganganagar,31,1,2163051,21.0,0,,,
Ganjam,3.782362954,1.187000815,2.595362139,ganjam,Ganjam,391,2,3912072,23.0,0,,,
Garhwa,0.838209479,0.290692695,0.547516784,garhwa,Garhwa,10,0,1689634,2.0,0,,,
Garhwal,1.014386007,0.69594354,0.318442467,garhwal,Garhwal,171,7,727119,7.0,0,,,
Gariaband,0.872452961,0.366717302,0.505735659,gariaband,Gariaband,0,0,777859,,0,,,
Gautam Buddha Nagar,4.671283575,0.002840861,4.668442714,gautambuddhanagar,Gautam Buddha Nagar,59,4,2613780,25.0,0,,,
Gaya,3.47076538,0.000225598,3.470539782,gaya,Gaya,122,0,5429170,23.0,0,32.46136574074074,61.900925925925925,471.0
Ghaziabad,2.474121961,0.0,2.474121961,ghaziabad,Ghaziabad,70,2,4601786,24.0,0,,,
Ghazipur,9.244698358,0.864783267,8.379915091,ghazipur,Ghazipur,97,3,4171506,20.0,0,,,
Giridih,0.488850861,0.045970652,0.442880209,giridih,Giridih,12,0,3023152,4.0,0,,,
Gir Somnath,0.779801587,0.532788711,0.247012876,girsomnath,Gir Somnath,62,5,1353212,20.0,0,,,
Goalpara,15.877175,3.270135105,12.6070399,goalpara,Goalpara,158,5,1063871,10.0,0,,,
Godda,0.351053647,0.042063828,0.308989819,godda,Godda,16,0,1541633,5.0,0,,,
Golaghat,13.18454925,1.593594635,11.59095462,golaghat,Golaghat,83,5,1310870,9.0,0,,,
Gomati,2.520489489,0.002801781,2.517687708,gomati,Gomati,10,1,559331,4.0,0,,,
Gonda,2.9367264,0.067902889,2.868823511,gonda,Gonda,196,4,4066976,15.0,0,,,
Gondiya,1.020830235,0.911616345,0.10921389,gondiya,Gondiya,35,10,1579976,5.0,0,,,
Gopalganj,5.900053501,0.432458286,5.467595215,gopalganj,Gopalganj,129,10,2913408,24.0,0,,,
Gorakhpur,10.44474452,0.35299449,10.09175003,gorakhpur,Gorakhpur,312,11,5059142,18.0,0,,,
Gumla,0.738034735,0.061045269,0.676989466,gumla,Gumla,8,0,1266667,4.0,0,,,
Guna,0.595168951,0.137757934,0.457411017,guna,Guna,63,2,1461635,6.0,0,,,
Guntur,10.2423074,0.999528068,9.242779332,guntur,Guntur,188,108,5374652,8.0,0,,,
Gurdaspur,8.104089132,0.113656362,7.99043277,gurdaspur,Gurdaspur,92,3,1740157,6.0,0,,,
Gurugram,1.190106782,0.025213178,1.164893604,gurugram,Gurugram,9,0,2517256,7.0,0,,,
Gwalior,0.637436542,0.480315571,0.157120971,gwalior,Gwalior,46,2,2515503,5.0,0,,,
Hailakandi,17.39218508,0.052376525,17.33980856,hailakandi,Hailakandi,73,6,765445,9.0,0,,,
Hamirpur,0.722347337,0.097059815,0.625287522,hamirpur,Hamirpur,219,20,502514,10.0,0,,,
Hamirpur,0.722347337,0.097059815,0.625287522,hamirpur,Hamirpur,219,20,1250794,10.0,0,,,
Hamirpur,6.709509044,0.665130154,6.04437889,hamirpur,Hamirpur,219,20,502514,10.0,0,,,
Hamirpur,6.709509044,0.665130154,6.04437889,hamirpur,Hamirpur,219,20,1250794,10.0,0,,,
Hanumangarh,3.719727987,0.012851681,3.706876306,hanumangarh,Hanumangarh,12,0,2002775,7.0,0,,,
Hapur,1.533241589,0.006144137,1.527097452,hapur,Hapur,58,1,1831968,28.0,0,,,
Harda,1.414901297,0.286810929,1.128090368,harda,Harda,9,3,669689,6.0,0,,,
Hardoi,4.375049349,0.028511914,4.346537435,hardoi,Hardoi,77,3,4789431,16.0,0,,,
Hardwar,2.049997612,0.174571933,1.875425679,hardwar,Hardwar,15,0,2449262,6.0,0,,,
Hassan,0.65942209,0.611212696,0.048209394,hassan,Hassan,61,28,1843387,9.0,0,,,
Hathras,1.329597887,0.0,1.329597887,hathras,Hathras,46,0,1789810,27.0,0,,,
Haveri,1.243636673,0.202049296,1.041587377,haveri,Haveri,67,4,1601523,13.0,0,,,
Hazaribagh,0.550169328,0.473117617,0.077051711,hazaribagh,Hazaribagh,1,1,2130620,1.0,0,,,
Hingoli,1.332394248,1.334570744,0.002176496,hingoli,Hingoli,82,5,1419813,4.0,0,,,
Hisar,4.240875674,0.000529024,4.24034665,hisar,Hisar,54,3,1943429,8.0,0,,,
Hojai,5.264427439,0.109771283,5.154656156,hojai,Hojai,57,1,1112181,10.0,0,,,
Hooghly,9.728119034,0.332437756,9.395681278,hooghly,Hooghly,175,18,5689338,10.0,0,,,
Hoshangabad,2.346467017,0.970690301,1.375776716,hoshangabad,Hoshangabad,53,0,1371450,5.0,0,,,
Hoshiarpur,1.124097105,0.108432652,1.015664453,hoshiarpur,Hoshiarpur,77,1,1743086,7.0,0,,,
Howrah,22.79593904,3.23081923,19.56511981,howrah,Howrah,170,8,4370011,9.0,0,,,
Hyderabad,0.522269753,0.52199262,0.000277133,hyderabad,Hyderabad,101,4,3345250,7.0,0,,,
Idukki,0.789197649,0.784504282,0.004693367,idukki,Idukki,275,71,1048101,4.0,0,,,
Imphal East,11.82536756,0.032628883,11.79273868,imphaleast,Imphal East,2,0,434974,5.0,0,,,
